ISIC_0013696,0.4298920541,0.0408407529
ISIC_0013708,0.1114803908,0.5789106665
ISIC_0013733,0.3025761623,0.0628286012
ISIC_0013738,0.0228333711,0.0223702066
ISIC_0013739,0.0943079514,0.0464223845
ISIC_0013764,0.2334063768,0.2767584021
ISIC_0013766,0.3257448296,0.0497289751
ISIC_0013767,0.2503014317,0.1535419705
ISIC_0013794,0.0301645220,0.0093417816
ISIC_0013809,0.3399594947,0.0907746094
ISIC_0013813,0.2245270084,0.1326905687
ISIC_0013814,0.3111115890,0.1049418203
ISIC_0013833,0.4914659729,0.0898627482
ISIC_0013842,0.1124800730,0.0832896821
ISIC_0013867,0.2790689746,0.0727619170
ISIC_0013891,0.0515525230,0.0541111153
ISIC_0013897,0.0920243629,0.0630697719
ISIC_0013908,0.3316448614,0.0952162979
ISIC_0013911,0.0872244488,0.0990050884
ISIC_0013917,0.1218503010,0.0339415713
ISIC_0013925,0.1399181816,0.3021945999
ISIC_0013948,0.2871178844,0.0576026329
ISIC_0013953,0.2266548010,0.0781646971
ISIC_0013966,0.1140376034,0.2420278556
ISIC_0013977,0.0701923709,0.2842697276
ISIC_0013987,0.2308100565,0.0587922992
ISIC_0013988,0.2383830925,0.0927010810
ISIC_0013998,0.0813477229,0.0499718475
ISIC_0014006,0.2931589625,0.1297811305
ISIC_0014027,0.1510592649,0.0410018525
ISIC_0014059,0.1067127151,0.0245245614
ISIC_0014077,0.4086949987,0.0280586370
ISIC_0014090,0.0535723870,0.0603000294
ISIC_0014103,0.2617442493,0.0939364440
ISIC_0014110,0.2121931478,0.0483687669
ISIC_0014117,0.1312121178,0.0253036494
ISIC_0014129,0.4973637040,0.0522056892
ISIC_0014148,0.2261514091,0.1871436685
ISIC_0014160,0.5644284454,0.0269579171
ISIC_0014177,0.0396958142,0.3466126373
ISIC_0014181,0.5563209271,0.0948955387
ISIC_0014186,0.2141531291,0.2149257569
ISIC_0014219,0.3863437694,0.0762609793
ISIC_0014221,0.4273324265,0.0537634996
ISIC_0014233,0.2225458345,0.2199311664
ISIC_0014251,0.0973520487,0.3534139566
ISIC_0014255,0.2116606916,0.1459033396
ISIC_0014270,0.1169358101,0.0882661273
ISIC_0014278,0.1024002845,0.2064328441
ISIC_0014284,0.1427156295,0.1020736635
ISIC_0014288,0.0950866813,0.2282713490
ISIC_0014319,0.2601707509,0.0462060462
ISIC_0014336,0.3803663151,0.0751596508
ISIC_0014349,0.3538928049,0.0582409572
ISIC_0014369,0.3179628225,0.0280740975
ISIC_0014386,0.0829627582,0.2710621000
ISIC_0014392,0.0741157110,0.4354519292
ISIC_0014409,0.0658563851,0.1243444186
ISIC_0014419,0.1523681472,0.2492538111
ISIC_0014423,0.3096028072,0.0597188669
ISIC_0014434,0.0851298747,0.0997937392
ISIC_0014454,0.1743420646,0.1930011910
ISIC_0014457,0.1107889320,0.0760379126
ISIC_0014470,0.0243055652,0.1019203339
ISIC_0014474,0.0498894323,0.8043636994
ISIC_0014478,0.3408334946,0.0533252322
ISIC_0014489,0.5340569124,0.0267297614
ISIC_0014500,0.1233736801,0.3155505849
ISIC_0014503,0.0770712921,0.1836573138
ISIC_0014506,0.3292576421,0.0963589671
ISIC_0014513,0.5609954176,0.0424898924
ISIC_0014541,0.7787277908,0.0390684138
ISIC_0014542,0.3104706569,0.1186284457
ISIC_0014546,0.1882685860,0.1525178632
ISIC_0014548,0.2002896311,0.0983135185
ISIC_0014559,0.6731745917,0.0452496232
ISIC_0014567,0.0434011638,0.8083661760
ISIC_0014574,0.0643704166,0.5254003739
ISIC_0014575,0.0690309684,0.4463725419
ISIC_0014586,0.0933225166,0.3150638702
ISIC_0014587,0.0684002343,0.2044859999
ISIC_0014588,0.0796924937,0.3351352533
ISIC_0014590,0.0672675109,0.5093255299
ISIC_0014600,0.1192224449,0.2070028974
ISIC_0014619,0.1385929780,0.4989167073
ISIC_0014626,0.0687054813,0.7633683669
ISIC_0014627,0.0661700710,0.7311810175
ISIC_0014629,0.0585925030,0.5957352922
ISIC_0014631,0.0349428558,0.8156440502
ISIC_0014634,0.1033040965,0.3069046029
ISIC_0014643,0.0448491691,0.4368610079
ISIC_0014644,0.0615734018,0.3375825942
ISIC_0014645,0.1408243756,0.3598801710
ISIC_0014647,0.1372722973,0.3080457687
ISIC_0014648,0.0470139023,1.0000000000
ISIC_0014649,0.0579983672,0.7262213033
ISIC_0014652,0.0882924734,0.4841860193
ISIC_0014653,0.0533097091,0.6858242275
ISIC_0014663,0.8047258137,0.0223539358
ISIC_0014666,0.3733807306,0.1034172375
ISIC_0014675,0.0815294165,0.0301250937
ISIC_0014677,0.1226350449,0.0339949169
ISIC_0014687,0.1889443422,0.0294337851
ISIC_0014693,0.1633563393,0.0665682139
ISIC_0014695,0.1288721193,0.0873995177
ISIC_0014697,0.1423761506,0.0692076966
ISIC_0014698,0.1051374032,0.0500069548
ISIC_0014703,0.6021483098,0.0420549599
ISIC_0014720,0.1388020900,0.0127239592
ISIC_0014725,0.0974952870,0.0266549647
ISIC_0014727,0.2996025597,0.1689741383
ISIC_0014728,0.0779801117,0.0467274392
ISIC_0014729,0.1367840892,0.1015003357
ISIC_0014740,0.1193694603,0.0607148901
ISIC_0014743,0.1216556354,0.0538819179
ISIC_0014746,0.0693399651,0.0345880385
ISIC_0014749,0.1907044302,0.0260949275
ISIC_0014753,0.1584105775,0.0341014202
ISIC_0014755,0.0795760182,0.0271147654
ISIC_0014765,0.0465264596,0.0267862660
ISIC_0014766,0.2141054691,0.0417480805
ISIC_0014768,0.0516509342,0.0104727084
ISIC_0014772,0.2376609132,0.1428264388
ISIC_0014773,0.1549751377,0.0210253565
ISIC_0014780,0.1607206446,0.0401353379
ISIC_0014784,0.1676056170,0.1178756529
ISIC_0014786,0.1496237596,0.0397872780
ISIC_0014787,0.2066909364,0.0519307828
ISIC_0014790,0.3932028057,0.0692230420
ISIC_0014792,0.2045796315,0.0329786524
ISIC_0014796,0.1858264044,0.0166549422
ISIC_0014798,0.1440767845,0.0465102174
ISIC_0014800,0.3294603375,0.0468262344
ISIC_0014807,0.2268537893,0.0265924132
ISIC_0014814,0.1113061773,0.0325425492
ISIC_0014815,0.1684242125,0.0143344686
ISIC_0014820,0.1169363027,0.0872422656
ISIC_0014822,0.0744457206,0.0194697902
ISIC_0014826,0.1814090797,0.0299750368
ISIC_0014833,0.1356503037,0.0699967388
ISIC_0014835,0.2019814850,0.0152755538
ISIC_0014844,0.1697343814,0.0080860336
ISIC_0014853,0.1756585441,0.0390813854
ISIC_0014854,0.1385373053,0.0118090363
ISIC_0014862,0.1687597148,0.0260550067
ISIC_0014863,0.0901592773,0.0262042765
ISIC_0014867,0.1116839709,0.0433450172
ISIC_0014868,0.0679116990,0.0300143617
ISIC_0014872,0.1723475908,0.1120002038
ISIC_0014876,0.0678965205,0.0395806254
ISIC_0014879,0.0387940156,0.0556360671
ISIC_0014883,0.1475194331,0.0151969941
ISIC_0014901,0.0714710720,0.0233248992
ISIC_0014907,0.0375233551,0.0261328099
ISIC_0014910,0.1589961851,0.0421261734
ISIC_0014912,0.4027700128,0.0259866773
ISIC_0014921,0.1040100763,0.0133325298
ISIC_0014927,0.1828252614,0.0159677460
ISIC_0014928,0.0795872197,0.0192937599
ISIC_0014932,0.2432215401,0.0214939182
ISIC_0014936,0.1477087998,0.0176840151
ISIC_0014938,0.1621177577,0.0160639665
ISIC_0014940,0.0892887467,0.0099164866
ISIC_0014941,0.1562691276,0.0087830476
ISIC_0014942,0.0613709172,0.0334921159
ISIC_0014943,0.1083905026,0.0342982326
ISIC_0014944,0.1034605807,0.0187263647
ISIC_0014947,0.1146052439,0.0143889228
ISIC_0014948,0.2997904988,0.0481763267
ISIC_0014949,0.1529098116,0.0165408523
ISIC_0014952,0.1052824557,0.0469677247
ISIC_0014955,0.2599803160,0.0469921340
ISIC_0014956,0.1375196999,0.0143169069
ISIC_0014957,0.0862558975,0.0080811465
ISIC_0014958,0.1853778150,0.0563217890
ISIC_0014959,0.0740649930,0.0074245126
ISIC_0014961,0.2020351114,0.0294274337
ISIC_0014962,0.0987696193,0.0479728923
ISIC_0014963,0.4578286181,0.0549010957
ISIC_0014964,0.0938005588,0.0160691693
ISIC_0014966,0.1691080727,0.0164496131
ISIC_0014968,0.0788004896,0.0359518323
ISIC_0014969,0.1371888585,0.0442787368
ISIC_0014973,0.1782208301,0.0343889209
ISIC_0014974,0.1066308770,0.0591090016
ISIC_0014977,0.2255135677,0.0102463857
ISIC_0014982,0.2404327828,0.0292108518
ISIC_0014992,0.1996004399,0.0147566056
ISIC_0014994,0.0578342849,0.0648460252
ISIC_0014998,0.1083800257,0.0748989357
ISIC_0015002,0.0981030733,0.1029025271
ISIC_0015003,0.0795228312,0.0357753492
ISIC_0015004,0.2498960685,0.0919728235
ISIC_0015007,0.0761314061,0.0555819774
ISIC_0015008,0.0343540017,0.2197988644
ISIC_0015009,0.1328730315,0.0848039003
ISIC_0015011,0.1148460053,0.1053611481
ISIC_0015013,0.1974394947,0.0299189616
ISIC_0015015,0.1425196767,0.0222730894
ISIC_0015016,0.1102527923,0.0300847992
ISIC_0015018,0.1700017221,0.0322551491
ISIC_0015019,0.1367613605,0.0376248737
ISIC_0015020,0.3148279900,0.0376425060
ISIC_0015021,0.1050170678,0.0264649648
ISIC_0015023,0.0838187360,0.0264670183
ISIC_0015026,0.2235885036,0.1119477485
ISIC_0015030,0.0651411314,0.0203299598
ISIC_0015031,0.0742391515,0.0712650357
ISIC_0015034,0.1346934675,0.0193590659
ISIC_0015035,0.1307870765,0.0391671063
ISIC_0015037,0.1104117179,0.0460223008
ISIC_0015040,0.0452906827,0.0380215798
ISIC_0015041,0.1598171224,0.0757240873
ISIC_0015046,0.1495039745,0.0458189550
ISIC_0015050,0.3250772657,0.0521584420
ISIC_0015051,0.1551045329,0.0475191647
ISIC_0015056,0.3318587245,0.0817691407
ISIC_0015057,0.1754553627,0.0407667099
ISIC_0015060,0.0902673005,0.0707599644
ISIC_0015064,0.2211796137,0.0421628776
ISIC_0015071,0.3071245401,0.0222150598
ISIC_0015078,0.0537168051,0.0882888831
ISIC_0015089,0.2114326956,0.0871015029
ISIC_0015102,0.1846516104,0.0441324547
ISIC_0015115,0.4538685107,0.0360575718
ISIC_0015118,0.1418274577,0.0720232506
ISIC_0015119,0.3529115940,0.0731278725
ISIC_0015125,0.1086671145,0.0128542961
ISIC_0015127,0.7038233952,0.0072132454
ISIC_0015129,0.2595323422,0.0284486757
ISIC_0015130,0.1280839432,0.0369343582
ISIC_0015132,0.4801540362,0.0654944995
ISIC_0015133,0.3128951598,0.0152615657
ISIC_0015136,0.4434884229,0.0463024921
ISIC_0015139,0.1148998429,0.0163231689
ISIC_0015140,0.1923231608,0.0287839194
ISIC_0015142,0.1658674398,0.0727783819
ISIC_0015146,0.1499297712,0.0058505627
ISIC_0015149,0.3169467559,0.0285448089
ISIC_0015150,0.1045474461,0.0170455865
ISIC_0015152,0.0941501090,0.1292950487
ISIC_0015155,0.0818550638,0.0317789645
ISIC_0015156,0.3407024538,0.0762322363
ISIC_0015157,0.0767164723,0.0423855131
ISIC_0015160,0.0771998558,0.0714187248
ISIC_0015161,0.0552768116,0.0542131394
ISIC_0015163,0.4983620544,0.0638208713
ISIC_0015167,0.2293933496,0.0455273386
ISIC_0015171,0.0696221857,0.0816437052
ISIC_0015173,0.2449884878,0.0929522613
ISIC_0015174,0.1951727314,0.0427449197
ISIC_0015175,0.1125342599,0.0176706850
ISIC_0015176,0.1561404767,0.0301374927
ISIC_0015179,0.2127567216,0.0853943140
ISIC_0015180,0.1610519861,0.2413951262
ISIC_0015184,0.0635410958,0.0459457764
ISIC_0015185,0.3819325627,0.1139969200
ISIC_0015193,0.1926417814,0.0136695732
ISIC_0015201,0.1980695204,0.0082595143
ISIC_0015202,0.1712150804,0.0082596192
ISIC_0015203,0.0969037607,0.0498990619
ISIC_0015206,0.1724310423,0.0197612203
ISIC_0015207,0.0829750265,0.0637144359
ISIC_0015208,0.1316492529,0.0201490342
ISIC_0015212,0.0556768156,0.0228716241
ISIC_0015215,0.1478203605,0.0259325610
ISIC_0015216,0.1777067523,0.0910807008
ISIC_0015217,0.0963721564,0.0166114234
ISIC_0015218,0.1546090621,0.0086656884
ISIC_0015223,0.2060721602,0.0287191576
ISIC_0015224,0.1338784821,0.1025464940
ISIC_0015226,0.0933727449,0.0326433592
ISIC_0015229,0.5410503691,0.0909966820
ISIC_0015232,0.1507543995,0.0464094654
ISIC_0015237,0.2828807462,0.0678666574
ISIC_0015241,0.0783086466,0.0160000889
ISIC_0015244,0.1498438487,0.0273388721
ISIC_0015245,0.0746788754,0.1425130602
ISIC_0015250,0.1653010231,0.0317729351
ISIC_0015251,0.1293291123,0.0327924532
ISIC_0015254,0.1277070457,0.0220162526
ISIC_0015255,0.1838133621,0.0682699354
ISIC_0015258,0.1748342920,0.0660308885
ISIC_0015264,0.0831516149,0.0395120412
ISIC_0015270,0.1505149528,0.0414023513
ISIC_0015273,0.1188935761,0.0448088438
ISIC_0015274,0.1834849198,0.0349596635
ISIC_0015276,0.1630468611,0.0496263025
ISIC_0015279,0.0832477943,0.0295915927
ISIC_0015283,0.1287396207,0.0286865628
ISIC_0015291,0.0638065114,0.0356850397
ISIC_0015293,0.0970872957,0.0319767039
ISIC_0015298,0.0483588590,0.0314862213
ISIC_0015309,0.0678350874,0.0257794687
ISIC_0015310,0.1240781819,0.0202284075
ISIC_0015311,0.1173509521,0.0455214093
ISIC_0015312,0.1390278703,0.0390396240
ISIC_0015330,0.0384919439,0.0261825083
ISIC_0015331,0.1113254987,0.0280134801
ISIC_0015347,0.0795103322,0.0405444249
ISIC_0015353,0.1730002398,0.0384073078
ISIC_0015355,0.0800876449,0.0510476563
ISIC_0015357,0.0771278079,0.0292418830
ISIC_0015360,0.3628345675,0.0115660980
ISIC_0015363,0.1053299932,0.0743914658
ISIC_0015364,0.1963421166,0.0484560920
ISIC_0015368,0.1276809015,0.0216470020
ISIC_0015369,0.1552388980,0.0197444544
ISIC_0015383,0.2677491330,0.0042352641
ISIC_0015386,0.1650713184,0.0335595892
ISIC_0015390,0.1342182608,0.0391071464
ISIC_0015395,0.0766739468,0.0625716235
ISIC_0015403,0.2702625634,0.0881868687
ISIC_0015404,0.1730921724,0.0459551231
ISIC_0015411,0.0589733173,0.0296229902
ISIC_0015412,0.2118402481,0.0569507914
ISIC_0015416,0.3114559370,0.0203936540
ISIC_0015417,0.3341942769,0.0175621254
ISIC_0015418,0.1095334574,0.0648665013
ISIC_0015419,0.0861155110,0.0467022105
ISIC_0015436,0.2646742524,0.0677607181
ISIC_0015440,0.1810656646,0.0206767619
ISIC_0015447,0.1389541276,0.0594320643
ISIC_0015455,0.1263800638,0.1217241296
ISIC_0015464,0.2419324905,0.0384368198
ISIC_0015466,0.1668176940,0.0333901456
ISIC_0015468,0.1270155012,0.0407254905
ISIC_0015476,0.0922711789,0.0134777208
ISIC_0015481,0.4241315298,0.0382169824
ISIC_0015482,0.3756912440,0.0427707131
ISIC_0015485,0.0905533409,0.1108284265
ISIC_0015510,0.2166671643,0.1335443633
ISIC_0015526,0.1250348087,0.0387020966
ISIC_0015537,0.2117307193,0.0482698556
ISIC_0015544,0.1807152679,0.0324037698
ISIC_0015559,0.1291516071,0.0236122238
ISIC_0015563,0.0869610293,0.0445891885
ISIC_0015566,0.1493502105,0.0332555478
ISIC_0015568,0.0762217341,0.0246074986
ISIC_0015582,0.0469367004,0.0202718028
ISIC_0015593,0.1457226092,0.0798262312
ISIC_0015603,0.0649566044,0.0259101530
ISIC_0015607,0.1762432508,0.1181995850
ISIC_0015614,0.1461837939,0.0328500634
ISIC_0015617,0.1571402153,0.0452865991
ISIC_0015625,0.1531693155,0.0287486716
ISIC_0015631,0.1509823714,0.0117424762
ISIC_0015636,0.0889139987,0.0501065318
ISIC_0015638,0.1106004070,0.0123612607
ISIC_0015641,0.0557930360,0.0630562470
ISIC_0015645,0.1856743627,0.0645309654
ISIC_0015936,0.0710839323,0.0429476207
ISIC_0015937,0.0420425734,0.0071761495
ISIC_0015938,0.0657214862,0.0267218961
ISIC_0015939,0.1109513981,0.0331122150
ISIC_0015940,0.0820185081,0.0266090273
ISIC_0015941,0.1290842579,0.0319511786
ISIC_0015942,0.0610450714,0.0200067356
ISIC_0015943,0.0364241417,0.0859783482
ISIC_0015944,0.1491111263,0.0818840586
ISIC_0015945,0.0538341565,0.0296969781
ISIC_0015946,0.0495682301,0.0318942034
ISIC_0015947,0.0911942515,0.0241461985
ISIC_0015948,0.0823444573,0.0232800104
ISIC_0015949,0.0814337992,0.0335768659
ISIC_0015950,0.0602863012,0.0282177210
ISIC_0015951,0.0272313977,0.1106898761
ISIC_0015952,0.1219709926,0.0882645885
ISIC_0015953,0.1330119028,0.0531718046
ISIC_0015954,0.0657799920,0.0174747266
ISIC_0015955,0.0587072708,0.0402686714
ISIC_0015956,0.0843157740,0.0096188728
ISIC_0015957,0.0227789892,0.1732222347
ISIC_0015958,0.0776142595,0.1075670041
ISIC_0015959,0.1464572630,0.0899797941
ISIC_0015960,0.0636946577,0.0090426468
ISIC_0015961,0.1142033559,0.0150075998
ISIC_0015962,0.1014007629,0.0095172432
ISIC_0015963,0.0452882643,0.0172531203
ISIC_0015964,0.0192859254,0.0048888498
ISIC_0015965,0.1518158871,0.0159974426
ISIC_0015966,0.0736673167,0.0746707593
ISIC_0015967,0.0836273907,0.2238013613
ISIC_0015968,0.1050667850,0.0536417842
ISIC_0015969,0.0917350574,0.0689421213
ISIC_0015971,0.1018244634,0.0452977749
ISIC_0015972,0.1486071357,0.1414293090
ISIC_0015973,0.0309513064,0.0340209994
ISIC_0015974,0.0746989380,0.1161013250
ISIC_0015975,0.1548897753,0.0287139744
ISIC_0015976,0.1312784638,0.0183585454
ISIC_0015978,0.0554669778,0.1005220885
ISIC_0015979,0.1268626484,0.0766820855
ISIC_0015980,0.1100755644,0.0213334362
ISIC_0015981,0.1759097694,0.0217164891
ISIC_0015982,0.0434165098,0.0312612319
ISIC_0015983,0.1326716512,0.5157975401
ISIC_0015984,0.1069535258,0.1851940195
ISIC_0015985,0.0528912631,0.0891605123
ISIC_0015986,0.0712497800,0.0455346135
ISIC_0015987,0.0602186712,0.0566187345
ISIC_0015988,0.0957692764,0.0563861692
ISIC_0015989,0.1435846627,0.0648719186
ISIC_0015990,0.0710059141,0.0260834010
ISIC_0015991,0.0958676315,0.0613632923
ISIC_0015992,0.0874716509,0.0510190170
ISIC_0015993,0.1487004806,0.0186215125
ISIC_0015994,0.1667273038,0.0327479820
ISIC_0015995,0.1594881544,0.0494367685
ISIC_0015996,0.1632847263,0.0447654462
ISIC_0015997,0.0720633905,0.0647351426
ISIC_0015998,0.1990309256,0.0525870469
ISIC_0015999,0.0794253529,0.0397454054
ISIC_0016000,0.1682656664,0.0981354743
ISIC_0016001,0.1634985327,0.1070960184
ISIC_0016002,0.0572890373,0.0392845823
ISIC_0016003,0.1391985246,0.0280176017
ISIC_0016004,0.3355139432,0.0510250171
ISIC_0016005,0.0531845677,0.0237073518
ISIC_0016006,0.1352742411,0.2277804559
ISIC_0016007,0.1318846117,0.0288538463
ISIC_0016008,0.2650213326,0.1027631552
ISIC_0016009,0.0868198931,0.0646997221
ISIC_0016011,0.0726917823,0.1802800958
ISIC_0016012,0.0771917456,0.0529233419
ISIC_0016013,0.0542094921,0.0783615530
ISIC_0016014,0.0601466681,0.0277751176
ISIC_0016015,0.0976664545,0.0459254861
ISIC_0016016,0.3800469264,0.0629070567
ISIC_0016017,0.1496967502,0.0137939451
ISIC_0016018,0.0681826198,0.0269271548
ISIC_0016019,0.1143268450,0.2415050291
ISIC_0016022,0.2067315305,0.0514397341
ISIC_0016023,0.1757942021,0.1811678741
ISIC_0016024,0.2682709474,0.1136796727
ISIC_0016025,0.0824514099,0.0134281747
ISIC_0016026,0.0827599933,0.0887594615
ISIC_0016027,0.0165638437,0.0547198432
ISIC_0016028,0.0256135204,0.1122064877
ISIC_0016029,0.1788167794,0.1647116894
ISIC_0016030,0.1236677147,0.1178566170
ISIC_0016031,0.2734995183,0.0714103935
ISIC_0016033,0.1790743803,0.0575278562
ISIC_0016034,0.1715085201,0.2473881221
ISIC_0016035,0.1565209718,0.1969675290
ISIC_0016036,0.1751789918,0.2266889557
ISIC_0016037,0.2766435488,0.1345294518
ISIC_0016038,0.0441720378,0.0168208502
ISIC_0016040,0.1367399239,0.0466572114
ISIC_0016041,0.0681075435,0.2429007287
ISIC_0016042,0.1086093048,0.0337892039
ISIC_0016043,0.0506689571,0.0575727703
ISIC_0016044,0.0415229764,0.0135293651
ISIC_0016045,0.1192145324,0.0389233383
ISIC_0016046,0.1781568888,0.0345991583
ISIC_0016048,0.0820668444,0.0592195200
ISIC_0016049,0.1521008406,0.0233743122
ISIC_0016050,0.1943783000,0.0572242305
ISIC_0016051,0.0888351599,0.0298662915
ISIC_0016052,0.1310089638,0.0608047060
ISIC_0016053,0.0762798953,0.0658725551
ISIC_0016054,0.0553844720,0.1637973983
ISIC_0016055,0.1354455943,0.0437013400
ISIC_0016056,0.0841352793,0.0720425145
ISIC_0016057,0.1651088360,0.0275793282
ISIC_0016058,0.0717681646,0.1807541208
ISIC_0016059,0.1128636773,0.0328556244
ISIC_0016060,0.1172246106,0.0925395400
ISIC_0016061,0.1062932280,0.0669491269
ISIC_0016062,0.1397575015,0.0315206977
ISIC_0016063,0.1375555294,0.0243889965
ISIC_0016064,0.1759183223,0.0361632332
ISIC_0016065,0.1012199171,0.0822089835
ISIC_0016066,0.3703436802,0.0540565088
ISIC_0016068,0.5696449338,0.0341653414
ISIC_0016069,0.0691562121,0.0131753606
ISIC_0016070,0.0696220417,0.0713163278
ISIC_0016071,0.1607071009,0.0661416300
ISIC_0016072,0.2936262387,0.0649953903
